RefSeq_oriC,Prediction,Correct
NC_009050_6,-1.111168281033818,False
NC_007354_0,0.9999993390080022,True
NC_022234_0,-0.9713849792289777,False
NC_022234_1,-0.9050516660838552,False
NC_022234_2,-1.0026585498925924,False
NC_022234_3,-1.0026585498925924,False
NC_022234_4,-1.0052809704849237,False
NC_014004_0,-0.4023616549086084,False
NC_014004_1,-0.7999594271530468,False
NC_014004_2,-1.0112958056583834,False
NC_014004_3,-1.0075721137635496,False
NC_014004_4,-1.0446892766678302,False
NC_014004_5,-1.1163707675028063,False
NZ_CP009343_0,0.9999993390080022,True
NC_018673_0,0.9999993390080022,True
NC_007797_0,1.2581161411101875,True
NC_007797_1,-1.0848814522415096,False
NC_007797_2,-1.025574118058293,False
NC_007797_3,-0.9999261046928665,False
NC_015707_0,-1.2144996047269585,False
NC_015707_1,-1.1512722157959898,True
NC_015707_2,-1.3830803514827237,False
NC_015707_3,-1.1279481770062516,False
NC_015707_4,-1.0143502213666038,False
NC_015707_5,-1.0199382848386078,False
NZ_CP006824_0,-1.145352041755791,False
NZ_CP006824_1,-1.3542267026806256,False
NZ_CP006824_2,-1.007527296074889,True
NZ_CP006824_3,-1.0829302032723176,False
NZ_CP006824_4,-1.2155268319204906,False
NZ_CP006824_5,-1.043477665443609,False
NC_018937_0,-1.0956271522134229,False
NC_018937_1,-1.1075509945646387,False
NC_018937_2,-1.0263551496316607,False
NC_018937_3,-0.9063012918373288,True
NC_018937_4,-1.0539072434340169,False
NZ_CP007605_0,-1.1896266959298656,False
NZ_CP007605_1,-1.1030228094955048,False
NZ_CP007605_2,-0.882523318067703,False
NZ_CP007605_3,-1.0082340346196814,False
NZ_CP007605_4,-1.1351318049953731,False
NZ_CP011484_0,-1.3109225220837202,False
NZ_CP011484_1,-1.0947669719266513,False
NZ_CP011484_2,-1.0136231898187644,True
NZ_CP011484_3,-1.1813378075146288,False
NZ_CP011484_4,-1.149347987855512,False
NZ_CP011484_5,-1.0031019395053333,False
NC_000921_0,-1.6347150295553432,False
NC_000921_1,-1.1019610809245448,False
NC_000921_2,-0.9998281580339408,True
NC_000921_3,-1.047845145751401,False
NC_017362_0,-1.1009585167450011,False
NC_017362_1,-1.0874731377134224,False
NC_017362_2,-1.0651378057378678,False
NC_017362_3,-1.1150392716838324,False
NC_017362_4,-1.0080678416194842,False
NC_017362_5,-1.0070874003675867,False
NC_022130_0,-1.025008163061335,False
NC_022130_1,-1.0636644829690935,False
NC_022130_2,-0.994239514347177,False
NC_022130_3,-1.0076702452549198,False
NC_022130_4,-1.1742447116027306,False
NC_022130_5,-1.1185603893754232,False
NC_022130_6,-0.8735095993601958,True
NC_007575_0,-1.1975169932507745,False
NC_007575_1,-1.0998735732400517,False
NC_007575_2,-1.2066790385512631,False
NC_007575_3,-1.48626821192868,False
NC_007575_4,-0.5208072714761356,True
NC_010513_0,0.9999993390080022,True
NC_014922_0,-1.0683225977001654,False
NC_014922_1,-1.0734442087887983,False
NC_014922_2,-1.22987906049851,True
NC_014922_3,-1.3836036728906633,False
NC_014922_4,-0.9787016949967919,False
NC_018707_0,0.9999993390080022,True
NC_018495_0,-7.789532676744612,False
NC_018495_1,-1.054986684993095,False
NC_018495_2,-1.0065109357690771,False
NC_018495_3,-1.0084140704865858,False
NC_018495_4,0.23896650467964672,True
NC_014632_0,1.0001703655315664,True
NC_014552_0,-1.138397882668228,False
NC_014552_1,-1.0336214106275945,False
NC_014552_2,-1.0036106092599282,False
NC_014552_3,-1.020668438180499,False
NC_014552_4,-1.4584515951158237,False
NC_014552_5,-1.0329388310707286,False
NC_014552_6,-1.0646993842830084,True
NC_014552_7,-1.3164010803758883,False
NC_006932_0,-1.1538896060985293,False
NC_006932_1,-0.9964346491679434,True
NC_006932_2,-0.6127028382886606,False
NC_014211_0,-1.097348082823251,False
NC_014211_1,-1.1396312300260887,False
NC_014211_2,-1.1842884144881138,False
NC_014211_3,-1.0718208970719358,False
NC_014211_4,-1.0989915543307147,False
NC_014211_5,-1.0240587797957146,False
NC_014211_6,-1.1314581960611376,False
NC_017246_0,-1.1538896060985293,False
NC_017246_1,-0.9986345085173893,True
NC_017246_2,-0.6127028382886606,False
NZ_CP007561_0,-1.1464798330009727,False
NZ_CP007561_1,1.1036528974547453,True
NC_017305_0,0.9999993390080022,True
NC_013512_0,0.9999993390080022,True
NC_005070_0,0.9994941330628613,True
NC_015571_0,-1.1389364622639226,False
NC_015571_1,-1.0434851291810416,False
NC_015571_2,-1.0315104903501917,False
NC_015571_3,-1.2838876803983708,False
NC_015571_4,-1.1786447734910352,True
NC_015571_5,-1.121947193152485,False
NC_017505_0,0.9999993390080022,True
NC_017562_0,-1.0428392943911382,False
NC_017562_1,1.0149712659088068,True
NC_007481_0,0.9999993390080022,True
NC_014118_0,0.35981420575240874,True
NC_014118_1,-0.9442443220457817,False
NC_014118_2,-0.9442443220457817,False
NC_014118_3,-1.0632684657515965,False
NC_015172_0,0.9999993390080022,True
NC_001263_0,-1.454419848672215,False
NC_001263_1,-1.0339571100677374,False
NC_001263_2,-1.1151438947424508,False
NC_001263_3,0.33010689331821097,False
NC_001263_4,-1.1217960504847524,False
NC_014010_0,-1.165801020285761,False
NC_014010_1,1.0599967159905164,True
NC_017219_0,-1.0640021983862857,False
NC_017219_1,-1.379324391859248,False
NC_017219_2,-1.0622135706209603,False
NC_017219_3,-1.036911302419773,False
NC_017219_4,-1.0466315368881196,False
NC_017219_5,-1.4824434700968168,False
NC_017219_6,-0.8914084721623594,True
NZ_LN554884_0,0.9999993390080022,True
NC_019435_0,0.9999993390080022,True
NC_019949_0,-1.1893105733860152,True
NC_019949_1,-1.1898459971092648,False
NC_019949_2,-0.9976057216244298,False
NC_019949_3,-1.1113052601482336,False
NC_019949_4,-1.1211831024722783,False
NC_019949_5,-1.0094257500336339,False
NC_019949_6,-1.0406855245767501,False
NC_019949_7,-1.0406855245767501,False
NZ_LT906460_0,0.9999993390080022,True
NC_014800_0,-0.1850760248165584,False
NC_014800_1,-1.0835811541892808,False
NC_014800_2,-1.1343600020048739,False
NC_014800_3,-1.132855400049712,False
NC_014800_4,-1.0475122926079534,False
NC_014800_5,-1.0475122926079534,False
NC_018529_0,1.0692704496889378,True
NC_018529_1,-0.7300790061200273,False
NC_021218_0,-1.0760920420893767,False
NC_021218_1,-1.1798188707157833,False
NC_021218_2,-1.2211022863876677,False
NC_021218_3,-1.2093007182438298,False
NC_021218_4,-0.9969769891238427,False
NC_021218_5,-1.0274568182062664,True
NZ_CP009631_0,0.9999993390080022,True
NC_007880_0,0.9999993390080022,False
NC_014006_0,-2.1396617127400632,False
NC_014006_1,-1.0699445790947932,False
NC_014006_2,-1.032325063369987,False
NC_014006_3,-1.0193404200162404,False
NC_014006_4,-0.5544696064863415,False
NC_017451_0,-1.138629950038622,False
NC_017451_1,-1.2005693369490003,False
NC_017451_2,-1.0571127386176242,True
NC_017451_3,-1.0641349782991851,False
NZ_CP023483_0,0.9999993390080022,True
NZ_LT578453_0,-1.0212810704061808,False
NZ_LT578453_1,-1.3372798036323188,False
NZ_LT578453_2,-1.0025791691288275,False
NZ_LT578453_3,-1.0326194026130138,False
NZ_LT578453_4,-1.1260613110602462,False
NZ_LT578453_5,-1.0337336766527214,True
NC_014738_0,-0.16180152456136757,True
NC_014738_1,-1.155287133679009,False
NC_014738_2,-1.2152951487361092,False
NC_014738_3,-1.09270002322352,False
NC_014738_4,-1.0039378745789718,False
NC_021710_0,-1.0778687380783458,False
NC_021710_1,1.338299941123475,True
NC_009494_0,0.9999993390080022,True
NC_007759_0,-1.021460274243568,False
NC_007759_1,-0.9996001719277301,False
NC_007759_2,0.9943375028103192,True
NC_017741_0,-1.064317866379801,False
NC_017741_1,-1.1265054414382603,False
NC_017741_2,-1.0593243928786136,True
NC_017741_3,-1.2329713813481844,False
NC_017741_4,-1.1019878186151486,False
NZ_CP025023_0,-1.0184284336540144,False
NZ_CP025023_1,1.0018806966879568,True
NC_021352_0,0.35703630676470133,False
NC_021352_1,-0.10920392198419496,True
NC_021352_2,-1.1088200730630347,False
NC_014759_0,1.9178726810219346,True
NC_014759_1,-0.9872811468179405,False
NC_016617_0,-1.0668017143073085,False
NC_016617_1,-1.0778514457193664,False
NC_016617_2,-1.0459567770967537,False
NC_016617_3,-1.0133770676783824,False
NC_016617_4,-0.9979286133075134,False
NC_016617_5,-1.0112267951267226,False
NC_016617_6,-1.0444278618310163,True
NC_007146_0,-1.1261635482149137,False
NC_007146_1,-1.1654646806910505,False
NC_007146_2,-1.1163833118366624,True
NC_007146_3,-1.0003919907767254,False
NC_020063_0,-1.0305457707312782,False
NC_020063_1,1.009717329298988,True
NC_015164_0,-1.186464375930891,True
NC_015164_1,-1.0501321909004118,False
NC_015164_2,-1.0466199506932894,False
NC_015164_3,-0.4672307319800011,False
NC_017374_0,-0.9959692513939358,False
NC_017374_1,-1.0159738127574427,False
NC_017374_2,-1.0503712997395296,False
NC_017374_3,-1.0350081840174907,False
NC_017374_4,-1.106045680992102,False
NC_017374_5,-1.1709082830749848,True
NC_021214_0,-1.2515431863230815,False
NC_021214_1,-1.0596291549471657,False
NC_021214_2,-1.1972322157748094,False
NC_021214_3,-0.9922970799431197,True
NC_021214_4,-1.1230954477506911,False
NC_014313_0,-1.1903350851812518,False
NC_014313_1,-1.18083538399336,False
NC_014313_2,-1.0068817233496843,False
NC_014313_3,-1.0001437200047205,False
NC_014933_0,1.3944890468377993,True
NC_014933_1,-0.9034235181524279,False
NC_002942_0,0.9999993390080022,True
NC_007498_0,0.9999993390080022,True
NC_008313_0,0.9999993390080022,True
NC_013315_0,0.9999993390080022,True
NC_017857_0,2.8457901942206205,True
NC_017857_1,-1.0738522437956048,False
NZ_LN831036_0,0.9999993390080022,True
NZ_CP007603_0,-1.2076910909275596,False
NZ_CP007603_1,-1.0410373117440967,False
NZ_CP007603_2,-0.9818079064359237,True
NZ_CP007603_3,-0.9998668464564615,False
NZ_CP007603_4,-1.192788490682082,False
NZ_CP007603_5,-1.0605702168161797,False
NZ_CP007603_6,-1.1010937098222284,False
NC_017354_0,-1.1873209713750212,False
NC_017354_1,-1.1089860868214372,False
NC_017354_2,-1.1531483016687984,False
NC_017354_3,-1.4366127230652437,False
NC_017354_4,-0.9790618912379527,True
NC_017354_5,-1.0630903855953504,False
NC_017256_0,-1.0972593128565526,False
NC_017256_1,1.0513630320435057,True
NZ_CP011482_0,-1.1681694534579832,False
NZ_CP011482_1,-1.2458008250569377,False
NZ_CP011482_2,-1.076370592554403,False
NZ_CP011482_3,-1.0321135953681646,False
NZ_CP011482_4,-1.025500514475871,True
NZ_CP011482_5,-1.1405302346128023,False
NZ_CP011482_6,-1.0004885852238117,False
NZ_AP012324_0,-1.236639862760269,False
NZ_AP012324_1,-1.1960351182834243,False
NZ_AP012324_2,-1.2202130208314996,False
NZ_AP012324_3,1.3312066848641366,True
NC_006142_0,-0.4610234534652291,True
NC_006142_1,-1.1326319303160004,False
NC_006142_2,-1.2554176651747098,False
NC_006142_3,-1.1244157565970936,False
NC_006142_4,-1.0572475064694145,False
NC_002755_0,-1.0166201073546886,False
NC_002755_1,1.2311748322915095,True
NC_002163_0,-1.0601586251424193,False
NC_002163_1,-0.9806270860589648,False
NC_002163_2,1.2942856365591042,True
NC_006908_0,-1.113703398412133,False
NC_006908_1,-1.0476718701484542,False
NC_006908_2,-1.473329393676272,False
NC_006908_3,-1.2645817991611834,False
NC_006908_4,-1.1185098430282692,False
NC_006908_5,-0.9901160445470423,False
NC_009831_0,0.9999993390080022,True
NC_013223_0,0.9994941330628613,True
NZ_HG316453_0,-1.0908712220347836,False
NZ_HG316453_1,1.030418694511235,True
NC_015633_0,0.9999993390080022,True
NC_020992_0,1.2810228307326825,True
NC_020992_1,-1.0928444809965099,False
NC_014844_0,0.9999993390080022,True
NC_019905_0,-1.374256446542342,False
NC_019905_1,1.022605953390462,True
NZ_LT906467_0,-1.069783076454103,False
NZ_LT906467_1,-2.007568849032515,False
NZ_LT906467_2,-1.028221829238012,True
NZ_LT906467_3,-2.033919628981542,False
NZ_CP006821_0,-1.185040306519346,False
NZ_CP006821_1,-1.3433238818884148,False
NZ_CP006821_2,-1.0020237355347688,True
NZ_CP006821_3,-1.0799876847141177,False
NZ_CP006821_4,-1.024989018058781,False
NZ_CP006821_5,-1.0779900433388347,False
NZ_CP006821_6,-0.996281438349959,False
NC_008702_0,-1.5235700895396767,False
NC_008702_1,0.9869810075269017,True
NC_008027_0,-1.6256004697778563,False
NC_008027_1,-1.3575220811769226,False
NC_008027_2,0.8076832599705968,True
NC_008027_3,-1.1095210351699534,False
NC_008027_4,-1.3127418033311555,False
NC_011145_0,-1.0133295713295019,False
NC_011145_1,-1.3840604380805728,False
NC_011145_2,1.254842980874409,True
NC_011026_0,1.4923054462459946,False
NC_011026_1,-1.0971865029879864,True
NC_011026_2,-1.015247142995966,False
NC_017554_0,-1.0118219479223234,False
NC_017554_1,-1.3835502181937527,False
NC_017554_2,1.1044595221839673,True
NC_008554_0,1.8977534534453981,False
NC_008554_1,-1.0865280547446103,True
NC_008554_2,-1.219961292546435,False
NC_008554_3,-1.035285717647403,False
NC_022041_0,-1.0166201073546886,False
NC_022041_1,1.2311748322915095,True
NC_009482_0,0.8773909821756065,True
NC_009482_1,-1.0112744796447741,False
NC_009482_2,-1.0112744796447741,False
NZ_CP012647_0,0.9999993390080022,True
NC_015856_0,0.9999993390080022,True
NC_009089_0,0.9999993390080022,True
NC_021878_0,-1.074687141456158,False
NC_021878_1,-1.1796135765622202,False
NC_021878_2,-1.1592186678245098,False
NC_021878_3,-1.3507436279948506,False
NC_021878_4,-0.9004354317089478,True
NC_016915_0,0.9999993390080022,True
NC_019971_0,0.9996740137809057,True
NC_010515_0,0.9996740137809057,True
NC_018010_0,-1.3698446107955553,False
NC_018010_1,-1.1821609148779457,True
NC_018010_2,-1.2051907359434522,False
NC_018010_3,-1.0457283450865502,False
NC_017449_0,0.9999993390080022,True
NC_016010_0,0.9999993390080022,True
NZ_CP022524_0,0.9999993390080022,True
NC_002528_0,-1.465963150775343,False
NC_002528_1,0.9936090066863217,True
NC_013959_0,-1.0409511316415971,False
NC_013959_1,1.717018672477147,True
NC_008513_0,-1.026253423714332,False
NC_008513_1,-1.355772380878497,False
NC_008513_2,-1.0345110954892418,False
NC_008513_3,-1.0103981749430686,True
NC_008513_4,-1.0362831207855747,False
NC_017372_0,-1.0853658949695897,False
NC_017372_1,-1.080673038446028,False
NC_017372_2,-0.9860204342253296,True
NC_017372_3,-1.11645932873204,False
NC_017372_4,-1.103167787534565,False
NC_017372_5,-1.3051118425436725,False
NC_017739_0,-1.2883309844337332,False
NC_017739_1,-0.31742499334524,False
NC_017739_2,-1.0263474679355993,False
NC_017739_3,-1.0414425491358854,False
NC_015137_0,1.1782794027421006,True
NC_015137_1,-1.0047009932564406,False
NC_014541_0,0.9996740137809057,True
NC_018609_0,0.07861995032868105,True
NC_018609_1,-1.1261824154865023,False
NC_018609_2,-1.1360853694428583,False
NC_018609_3,-1.0121369318048237,False
NC_018609_4,-1.1563935118081672,False
NZ_CP015495_0,-1.3783177328327645,False
NZ_CP015495_1,-0.11071171708555586,True
NZ_CP015495_2,-0.9957048203770482,False
NC_014724_0,0.9999993390080022,True
NC_014246_0,-1.3344985738892972,False
NC_014246_1,-1.5496062582457404,False
NC_014246_2,1.2023094331216357,True
NZ_LT960784_0,0.9999993390080022,True
NC_007356_0,1.124534419972919,True
NC_007356_1,-1.1809222930147512,False
NC_021286_0,-1.369036306826198,False
NC_021286_1,2.3829811677337687,True
NZ_LN831034_0,-1.0713044448900553,False
NZ_LN831034_1,1.2113412575582545,True
NC_007604_0,-1.1342514759424118,True
NC_007604_1,-1.0489943939181272,False
NC_007604_2,-1.018283338081025,False
NC_007604_3,-1.085160366678272,False
NC_007604_4,-1.1638239275978235,False
NC_007604_5,-1.0551183482415267,False
NC_020993_0,-1.0001860957405475,False
NC_020993_1,-1.2126060505548308,False
NC_020993_2,-1.0063625708051431,False
NZ_CP021677_0,0.9999993390080022,True
NC_018028_0,0.9999993390080022,True
NC_002570_0,0.9999993390080022,True
NC_015311_0,-1.1915183202109232,False
NC_015311_1,-1.2312526325329058,False
NC_015311_2,-1.002530319075808,False
NC_015311_3,-1.0439093627889149,False
NC_017516_0,0.5646975290597707,True
NC_017516_1,-1.0158931208040853,False
NC_016818_0,-1.034980938101443,False
NC_016818_1,1.0125308723799635,True
NC_011831_0,-1.7654849655267155,False
NC_011831_1,2.1767445102609115,True
NZ_CP006820_0,-1.1475610105171283,False
NZ_CP006820_1,-1.3206009782745751,False
NZ_CP006820_2,-1.0071173750725022,True
NZ_CP006820_3,-1.0817292202654498,False
NZ_CP006820_4,-1.2177856280481392,False
NZ_CP006820_5,-1.0386066296089693,False
NC_015846_0,-0.45672391992587635,False
NC_015846_1,-0.8065639477047652,False
NC_015846_2,-1.0347878764894658,False
NC_008054_0,-1.0791382926854836,False
NC_008054_1,-1.5048280774739757,False
NC_008054_2,1.1921019494084903,True
NZ_AP014839_0,-1.0452043342816622,False
NZ_AP014839_1,1.841764517210018,True
NZ_AP014839_2,-1.03246226620694,False
NC_010338_0,-1.0075422449719638,False
NC_010338_1,-1.0341498223710828,False
NC_010338_2,-1.3969263455482432,False
NC_010338_3,-1.3345270410268795,False
NC_010338_4,-0.11071171708555586,True
NC_006349_0,0.9996740137809057,True
NC_005295_0,-0.6399550225187964,False
NC_005295_1,-0.7851485194198686,True
NC_005295_2,-1.1628380913741039,False
NC_009654_0,0.9999993390080022,True
NZ_CP022753_0,-1.0760557684022685,False
NZ_CP022753_1,-1.2630253448842892,False
NZ_CP022753_2,-1.1877962090994088,False
NZ_CP022753_3,-1.0218600210898414,False
NZ_CP022753_4,-1.002265375971595,True
NZ_CP022753_5,-1.0039862327566225,False
NZ_CP022753_6,-2.0276074751200697,False
NC_021285_0,-1.0389938298748496,False
NC_021285_1,-1.219518359652872,False
NC_021285_2,1.6614703659054244,True
NC_014817_0,1.254842980874409,True
NC_014817_1,-0.9803785597424535,False
NC_014817_2,-0.9953469436184064,False
NC_014817_3,-1.0298497423267945,False
NC_017371_0,-1.4332303822125623,False
NC_017371_1,-1.0573294060094212,False
NC_017371_2,-1.035474229467502,False
NC_017371_3,-0.9095334027913025,True
NC_021085_0,0.9999993390080022,True
NC_020211_0,0.9999993390080022,True
NC_003919_0,0.9999993390080022,True
NC_006055_0,-1.001553788290826,False
NC_006055_1,0.9579462883287506,True
NC_004842_0,-0.7867852838731919,False
NC_004842_1,-1.0197271316566427,False
NC_004842_2,-1.0157462919278741,False
NC_004842_3,-1.0238128194147633,False
NC_004842_4,-1.0338794072539683,False
NC_013941_0,-1.016844935792227,False
NC_013941_1,-1.046202419283235,False
NC_013941_2,1.2210882323651135,True
NC_017390_0,0.9999993390080022,True
NC_002946_0,-1.0643308352935021,False
NC_002946_1,-1.3163743757537587,False
NC_002946_2,1.0011083745380434,True
NC_002946_3,-1.0497645462174232,False
NC_002946_4,-1.111841784633205,False
NC_015152_0,0.9999993390080022,True
NC_018408_0,0.6411964511762649,True
NC_018408_1,-0.9992759106937597,False
NC_018408_2,0.23896650467964672,False
NZ_CP008852_0,0.9999993390080022,True
NC_015677_0,-1.3584304014647446,False
NC_015677_1,-0.9991560908512069,False
NC_015677_2,-1.290969570390095,False
NC_015677_3,-1.0004544939024156,False
NC_015677_4,-0.9162989343268946,False
NC_011186_0,1.0009328612375812,True
NC_011186_1,-1.0897007791580136,False
NZ_CP021865_0,0.9999993390080022,True
NC_022549_0,0.9999993390080022,True
NC_015410_0,0.9999993390080022,True
NC_011312_0,-1.0952940903126083,False
NC_011312_1,-1.2632993838846345,False
NC_011312_2,0.5854680257685432,True
NC_015499_0,-1.0499515738549283,False
NC_015499_1,-1.1529898150459756,False
NC_015499_2,-0.9794136099043753,True
NC_015499_3,-1.932015102870784,False
NZ_CP010290_0,-0.35379037729653917,True
NZ_CP010290_1,-0.360927973015569,False
NZ_CP010290_2,-1.0051153315925971,False
NZ_CP010290_3,-1.059420290495032,False
NC_017042_0,0.9995718664229416,True
NC_017042_1,-1.2967929516871577,False
NC_017042_2,-1.1517548305898428,False
NC_017042_3,-1.0069649806070429,False
NC_017042_4,-1.1257282746771493,False
NZ_CP010013_0,-1.093645205921112,False
NZ_CP010013_1,-1.1171487824024722,False
NZ_CP010013_2,-1.0481608114206777,False
NZ_CP010013_3,-1.1479065615044617,False
NZ_CP010013_4,-1.0625712130728486,False
NZ_CP010013_5,-1.0049259634409593,True
NZ_CP010013_6,-1.2024848333517097,False
NZ_CP010013_7,-1.0413000667262422,False
NC_017051_0,2.100308030098043,True
NC_017051_1,-1.06959337971154,False
NZ_AP014628_0,0.9999993390080022,True
NC_015379_0,-1.0070015220230266,False
NC_015379_1,1.0911351688302007,True
NC_002488_0,-1.7839694056286446,False
NC_002488_1,-1.054986684993095,False
NC_002488_2,-1.490487289495418,False
NC_002488_3,-1.1079925412791367,False
NC_002488_4,0.1262158583514947,True
NC_022441_0,0.9999993390080022,True
NC_022269_0,-1.0560904839510477,False
NC_022269_1,1.0038046959477727,True
NC_007335_0,1.1275797260162095,False
NC_007335_1,-1.1917627705255482,False
NZ_LT906466_0,-1.0164054939564642,False
NZ_LT906466_1,1.0009328612375812,True
NC_017542_0,0.9999993390080022,True
NZ_CP007757_0,-1.0123144588852304,False
NZ_CP007757_1,1.4854005061598714,True
NZ_AP012541_0,-1.0908712220347836,False
NZ_AP012541_1,1.030418694511235,True
NC_021661_0,-1.0305457707312782,False
NC_021661_1,1.009717329298988,True
NC_014614_0,0.9999993390080022,True
NC_002928_0,0.9999993390080022,True
NC_008048_0,-1.480290104270891,False
NC_008048_1,-0.9894576553565371,False
NC_008048_2,-3.29979796256073,False
NC_008048_3,0.16232382643171103,True
NC_022759_0,-0.24127965578025215,True
NC_022759_1,-0.5242006418617875,False
NC_022759_2,-1.1140949078466547,False
NC_022759_3,-1.0251381083620486,False
NC_022759_4,-1.0057246240084992,False
NC_015914_0,-0.6310136385638716,True
NC_015914_1,-0.40220641553599124,False
NC_015914_2,-1.1244642063671704,False
NC_002937_0,1.0001703655315664,True
NZ_AP014862_0,-1.2456514387122708,False
NZ_AP014862_1,-1.0303789613073404,False
NZ_AP014862_2,2.20701583704554,True
NZ_AP014862_3,-1.3752222614580687,False
NZ_CP024932_0,-1.0573534672464986,False
NZ_CP024932_1,0.8594658720927641,True
NZ_CP024932_2,-1.4222325284195192,False
NC_020386_0,0.9999993390080022,True
NC_022108_0,1.4876255144342154,True
NC_022108_1,-0.29532780111229884,False
NZ_CP008869_0,-1.0187425730065789,False
NZ_CP008869_1,1.5194311385327326,True
NC_014718_0,-1.1908148420576679,False
NC_014718_1,1.073513193696053,True
NC_014718_2,-1.0174921127386851,False
NC_014718_3,-1.0174921127386851,False
NC_020510_0,-0.931810901197869,False
NC_020510_1,-1.1679516825542378,False
NC_020510_2,-1.2040838791288506,False
NC_020510_3,-1.1382850462658125,False
NC_020510_4,-0.999500329429216,False
NZ_CP008858_0,0.9999993390080022,True
NZ_CP022488_0,0.9999993390080022,True
NC_011593_0,-1.0640021983862857,False
NC_011593_1,-1.3827584104672879,False
NC_011593_2,-1.0631696528291086,False
NC_011593_3,-1.0369110896911506,False
NC_011593_4,-1.0454894494948148,False
NC_011593_5,-1.4824429475775587,False
NC_011593_6,-0.8914084721623594,True
NC_022806_0,-1.4888597735767333,False
NC_022806_1,1.3504685328047772,True
NC_022806_2,-1.7807223964844268,False
NC_022806_3,-1.3276785914325073,False
NZ_CP008859_0,-1.0151175455065256,False
NZ_CP008859_1,1.5224968824353284,True
NC_017367_0,-1.1660106782563757,False
NC_017367_1,-1.0506942475882737,False
NC_017367_2,-1.059600685923263,False
NC_017367_3,-1.0317230742593664,False
NC_017367_4,-0.9215785994038213,True
NC_017367_5,-1.0770625462152934,False
NC_017367_6,-1.0972148610011543,False
NC_014562_0,-1.2011738187081475,False
NC_014562_1,1.0314470001380387,True
NC_014562_2,-1.4192359064620546,False
NC_014562_3,-1.2871665373839873,False
NZ_CP025495_0,0.9999993390080022,True
NC_020156_0,-1.081983973141677,True
NC_020156_1,-1.0426131054853498,False
NC_020156_2,-1.0437749634738422,False
NC_020156_3,-1.1567555745195277,False
NC_020156_4,-1.0083626115131124,False
NC_020156_5,-0.9910077708385556,False
NC_020156_6,-1.101078938250842,False
NC_007494_0,-0.8952576522213376,True
NC_007494_1,-0.9588038591498302,False
NC_007494_2,-1.0104683637036855,False
NC_007494_3,-1.0104683637036855,False
NC_007494_4,-1.1083980221292136,False
NC_021490_0,-1.1229367393989966,False
NC_021490_1,-1.0226924717098795,True
NC_021490_2,-0.9999075290827817,False
NC_007618_0,-1.1538896060985293,False
NC_007618_1,-1.030069324500792,True
NC_007618_2,-0.6127028382886606,False
NC_005042_0,-1.1576451754404344,False
NC_005042_1,-1.1024370527283536,False
NC_005042_2,-1.0133043018728982,False
NC_005042_3,0.14702421949051267,True
NZ_CP024123_0,0.9999993390080022,True
NC_014013_0,-0.9944078298272443,True
NC_014013_1,-1.010760127917129,False
NC_014013_2,-1.010760127917129,False
NC_014013_3,-0.99655243199185,False
