RefSeq_oriC,Prediction,Correct
NC_011025_0,-1.2822577831874975,True
NC_011025_1,-1.0299662603333113,False
NC_011025_2,-0.9977966980348763,False
NC_011025_3,-1.1066953780459778,False
NC_011025_4,-1.6293786894360816,False
NC_011025_5,-1.0004286905537194,False
NC_011025_6,-1.0583958996097644,False
NC_011025_7,-1.0153388768006133,False
NC_011025_8,-1.0278594371765175,False
NC_011025_9,-1.0462802143997587,False
NC_003912_0,1.1726324493826707,True
NC_003912_1,-1.1059770549667585,False
NC_020511_0,-0.9974401621995606,False
NC_020511_1,1.337011693780453,True
NC_010677_0,1.0283359142252975,True
NC_010677_1,-1.767557152318198,False
NC_010677_2,-1.0258540056700278,False
NC_023151_0,-1.0367253142187716,False
NC_023151_1,-0.9963641178283931,True
NC_023151_2,-1.0492395795176899,False
NC_023151_3,-1.0034284768023278,False
NC_023151_4,-1.1170587457530141,False
NC_023151_5,-1.1170587457530141,False
NC_023151_6,-1.3413708359584868,False
NC_020943_0,-1.1798822797485764,False
NC_020943_1,1.0058905379728733,True
NC_017951_0,-0.9998319245102332,False
NC_017951_1,1.3406228011084798,True
NZ_LN515399_0,-0.5654267826660204,True
NZ_LN515399_1,-1.4655713787397469,False
NZ_LN515399_2,-1.574253315078221,False
NZ_LN515399_3,-1.0234015016023656,False
NZ_LN515399_4,-1.0210329740127415,False
NZ_LN515399_5,-1.0320380024123788,False
NC_007509_0,1.2229646970941124,True
NC_007509_1,-1.032439836126657,False
NC_020964_0,-0.9995694898271816,False
NC_020964_1,1.3403433831317377,True
NC_017430_0,-1.1800256799120712,False
NC_017430_1,0.9957415458693779,True
NZ_CP017125_0,-0.5654267826660204,True
NZ_CP017125_1,-1.4667540576881288,False
NZ_CP017125_2,-1.5742221872773685,False
NZ_CP017125_3,-1.0234019180686014,False
NZ_CP017125_4,-1.0210329740127415,False
NZ_CP017125_5,-1.0323852061558236,False
NZ_CP017658_0,0.9999320490793897,True
NC_017365_0,-0.9794822464899093,True
NC_017365_1,-1.0618892471576382,False
NC_017365_2,-1.0798035733675144,False
NC_017365_3,-1.028237204736116,False
NC_017365_4,-1.0563542909272323,False
NC_020939_0,-1.1724838401315134,False
NC_020939_1,1.0098283043228369,True
NC_022439_0,0.9999320490793897,True
NZ_CP007762_0,-1.1930819602914946,False
NZ_CP007762_1,-1.2868802495213751,False
NZ_CP007762_2,-1.0081428691949847,True
NZ_CP008751_0,-1.1930819602914946,False
NZ_CP008751_1,-1.2868802495213751,False
NZ_CP008751_2,-1.0081428691949847,True
NZ_CP018479_0,-1.1930819602914946,False
NZ_CP018479_1,-1.2868802495213751,False
NZ_CP018479_2,-1.0081428691949847,True
NC_020968_0,-1.1796974027235771,False
NC_020968_1,1.003405766039946,True
NC_017362_0,-1.0371569812657535,False
NC_017362_1,-1.0234631314472304,False
NC_017362_2,-1.5674935811030588,False
NC_017362_3,-1.0195157226054912,False
NC_017362_4,-1.0373643602298737,False
NC_017362_5,-1.0373643602298737,False
NZ_LT605586_0,1.0194286884122086,True
NZ_LT605586_1,-1.2753126461931652,False
NZ_LT605586_2,-1.0319713051140136,False
NZ_CP011127_0,0.9999320490793897,True
NC_014014_0,-0.790232820779635,True
NC_014014_1,-1.3507067727716384,False
NC_014014_2,-1.0668899752911907,False
NC_014014_3,-1.0193423443964784,False
NC_014014_4,-1.0159972110938336,False
NZ_CP016779_0,1.0193713817786572,True
NZ_CP016779_1,-1.0240431866680746,False
NZ_CP016779_2,-1.0657360392882973,False
NZ_CP016779_3,-1.0451041399677203,False
NZ_CP016779_4,-1.0327974633163146,False
NC_017359_0,-0.9684802882808592,True
NC_017359_1,-1.034033035816294,False
NC_017359_2,-1.084299835079265,False
NC_017359_3,-1.1878572221927266,False
NC_017359_4,-1.028090950032749,False
NC_017359_5,-1.0638592263973274,False
NZ_CP016028_0,0.9999320490793897,True
NC_012815_0,1.0002598870793138,True
NC_012815_1,-1.0151991446362851,False
NC_022584_0,1.0444127197675348,True
NC_022584_1,-1.0212039181550674,False
NC_012891_0,0.9999320490793897,True
NZ_CP006819_0,0.9999320490793897,True
NZ_CP016391_0,0.9999320490793897,True
NZ_AP014596_0,0.9999320490793897,True
NC_022239_0,0.9999320490793897,True
NC_010742_0,-0.6293393885425482,True
NC_010742_1,-0.9997145554481852,False
NC_010742_2,-1.0224122320487092,False
NZ_AP012323_0,1.4937745346809264,True
NZ_AP012323_1,-1.0343409923396374,False
NZ_AP012323_2,-1.0247253651717907,False
NZ_AP012323_3,-1.0553186644565082,False
NZ_AP012323_4,-1.0003375127480192,False
NZ_AP012323_5,-1.012865793030742,False
NZ_AP012323_6,-1.0042698731284228,False
NZ_CP014341_0,0.9999320490793897,True
NZ_AP014680_0,0.9999320490793897,True
NZ_CP017711_0,0.9999320490793897,True
NZ_CP020356_0,0.9999320490793897,True
NC_020564_0,0.9999320490793897,True
NC_020557_0,0.9999320490793897,True
NZ_CP014113_0,1.0523269222521874,True
NZ_CP014113_1,-1.0042197620214504,False
NC_022442_0,0.9999320490793897,True
NZ_CP013953_0,0.9999320490793897,True
NZ_CP014623_0,0.9999320490793897,True
NZ_CP014998_0,0.9999320490793897,True
NZ_CP014890_0,1.4670195914641715,True
NZ_CP014890_1,-1.1450190532408167,False
NZ_CP014890_2,-1.014665962034429,False
NZ_CP010309_0,0.9999320490793897,True
NZ_CP018486_0,-0.6302533810788598,False
NZ_CP018486_1,-0.9997234482579858,True
NZ_CP018486_2,-1.0224076367309474,False
NZ_CP014432_0,0.9999320490793897,True
NZ_CP019595_0,1.0060559072326276,True
NZ_CP019595_1,-1.0578797018743282,False
NZ_CP020773_0,0.9999320490793897,True
NC_017358_0,-1.024887870666448,True
NC_017358_1,-1.0056193385416075,False
NC_017358_2,-1.1013418141944706,False
NC_017358_3,-1.0395367470938632,False
NC_017358_4,-1.0641224895694288,False
NC_017358_5,-1.1131645352182469,False
NC_017358_6,-1.1937679335885472,False
NZ_CP004350_0,1.1836118310862025,True
NZ_CP004350_1,-1.3780762970274347,False
NZ_CP004350_2,-1.0485011846789272,False
NZ_CP004350_3,-1.016156049214005,False
NZ_CP012976_0,0.9999320490793897,True
NZ_CP020019_0,1.0917208030023131,True
NZ_CP020019_1,-1.127572158273808,False
NC_017312_0,1.004155368721185,True
NC_017312_1,-1.0505681868495182,False
NZ_CP016537_0,0.9999320490793897,True
NZ_CP015207_0,1.1768124229504826,True
NZ_CP015207_1,-1.1608576970576054,False
NZ_CP015207_2,-1.0367255427433273,False
NZ_CP015207_3,-1.0364740875815253,False
NZ_CP012117_0,1.5697807757651736,True
NZ_CP012117_1,-1.3387125202302324,False
NZ_CP012117_2,-1.4978680588889661,False
NZ_CP012117_3,-1.017113466085477,False
NZ_CP012117_4,-1.1617531137166859,False
NZ_CP012117_5,-1.019362557985688,False
NZ_CP005997_0,0.9999320490793897,True
NZ_CP014542_0,1.0698293981338365,True
NZ_CP014542_1,-1.0046119128635107,False
NZ_CP013688_0,0.9999320490793897,True
NZ_CP014915_0,1.0267786331788846,True
NZ_CP014915_1,-1.166524139505925,False
NZ_AP014880_0,0.9999320490793897,True
NZ_CP017406_0,1.0120770038038662,True
NZ_CP017406_1,-1.0089283324632854,False
NC_008023_0,1.0105615711787381,True
NC_008023_1,-1.038291176801267,False
NZ_CP017953_0,0.9999320490793897,True
NZ_CP006890_0,0.9999320490793897,True
NZ_CP006742_0,0.9999320490793897,True
NZ_CP016598_0,1.337366679620497,True
NZ_CP016598_1,-1.2298902477353701,False
NZ_CP017786_0,1.0567014027115222,True
NZ_CP017786_1,-1.0189542277249197,False
NZ_CP009268_0,0.9999320490793897,True
NZ_CP018778_0,1.0078976278563063,True
NZ_CP018778_1,-1.0150783468768347,False
NZ_CP016771_0,1.0787708226586679,False
NZ_CP016771_1,-2.4529552288477,False
NZ_CP016771_2,-1.5453913604574163,False
NZ_CP016771_3,-1.0228309930353428,False
NZ_CP008747_0,1.0001304484954892,True
NZ_CP008747_1,-1.0453613664820702,False
NZ_CP009242_0,0.9999320490793897,True
NZ_CP008876_0,1.1644322297199396,True
NZ_CP008876_1,-1.2607249069817792,False
NZ_CP013146_0,0.9999320490793897,True
NZ_CP007685_0,0.9999320490793897,True
NZ_CP019609_0,1.026735867941908,True
NZ_CP019609_1,-1.0045627335602214,False
NZ_CP012727_0,0.9999320490793897,True
NZ_CP013023_0,1.0145683004710966,True
NZ_CP013023_1,-1.0085286503006907,False
NZ_CP012646_0,1.0263158271065267,True
NZ_CP012646_1,-1.03162491172239,False
NZ_CP009246_0,1.0969174057149784,True
NZ_CP009246_1,-1.211270348008811,False
NZ_CP017080_0,0.9999320490793897,True
NZ_CP014402_0,0.9999320490793897,True
NZ_CP017060_0,0.9999320490793897,True
NZ_LN794217_0,-1.4334619293543875,False
NZ_LN794217_1,-1.0084146920575074,False
NZ_LN794217_2,-1.0336997809324098,False
NZ_LN794217_3,-1.017300895614654,False
NZ_LN794217_4,-1.0376419866860838,False
NZ_LN794217_5,-1.0785691460162932,False
NZ_LN794217_6,-1.0472741244117154,False
NZ_CP010299_0,0.9999320490793897,True
NZ_CP019623_0,0.9999320490793897,True
NC_022737_0,0.9999320490793897,True
NZ_CP020774_0,0.9999320490793897,True
NC_020568_0,0.9999320490793897,True
NC_017061_0,0.9999320490793897,True
NZ_CP017639_0,1.0040786936260977,True
NZ_CP017639_1,-1.0277113238941533,False
NZ_CP016394_0,1.0101128280266307,True
NZ_CP016394_1,-1.0607110706376668,False
NZ_LT599498_0,1.5147135365645061,True
NZ_LT599498_1,-1.1892718911116598,False
NZ_LT599498_2,-1.1119536478998535,False
NZ_LT599498_3,-1.1532396127925475,False
NZ_LT599498_4,-1.0774063174750532,False
NZ_LT599498_5,-1.0125132944872073,False
NZ_CP016773_0,1.3074081790163197,True
NZ_CP016773_1,-0.9885864044354387,False
NZ_CP016773_2,-1.0642629621475956,False
NZ_CP016773_3,-1.0218586071215023,False
NZ_CP016773_4,-1.1754079949028418,False
NZ_CP016773_5,-1.0840910217708464,False
NZ_CP016773_6,-1.0457998569519598,False
NZ_CP016773_7,-1.018230744753681,False
NZ_CP016773_8,-1.03491498369769,False
NZ_CP007167_0,1.0638999123098491,True
NZ_CP007167_1,-1.0144667472857245,False
NZ_CP021058_0,1.0408226168349328,True
NZ_CP021058_1,-1.0220848430185763,False
NZ_CP006841_0,1.035934242754025,True
NZ_CP006841_1,-1.0257410911988538,False
NZ_CP007806_0,0.9999320490793897,True
NZ_CP007666_0,0.9999320490793897,True
NZ_CP020722_0,0.9999320490793897,True
NZ_CP006860_0,0.9999320490793897,True
NZ_CP018906_0,0.9996812595938165,True
NZ_CP018906_1,-1.1258772086315796,False
NZ_CP014250_0,0.9999320490793897,True
NZ_CP014441_0,0.9999320490793897,True
NZ_CP013243_0,1.4350581753032712,True
NZ_CP013243_1,0.11420848927647764,False
NZ_CP012047_0,0.9999320490793897,True
NZ_CP014933_0,0.9999320490793897,True
NC_020207_0,0.9999320490793897,True
NZ_CP007016_0,1.0117680842584802,True
NZ_CP007016_1,-1.089256494997728,False
NZ_CP009248_0,0.9997837909812608,True
NZ_CP009248_1,-1.029826073314859,False
NZ_CP009248_2,-1.895828394511562,False
NZ_CP009248_3,-1.5958730524995142,False
NZ_CP009248_4,-1.115937984462506,False
NZ_CP009248_5,-1.0142357011396266,False
NZ_CP009248_6,-1.0254028897275314,False
NZ_CP009248_7,-1.0302429624581473,False
NZ_CP006910_0,0.9999320490793897,True
NZ_CP013262_0,1.02406408580251,True
NZ_CP013262_1,-1.4119197765661733,False
NZ_CP013262_2,-1.0206748036926578,False
NZ_CP006770_0,0.9999320490793897,True
NZ_CP018138_0,1.0176338909165912,True
NZ_CP018138_1,-1.0082364119236624,False
NZ_CP019590_0,0.9999320490793897,True
NZ_CP007010_0,0.9999320490793897,True
NZ_CP013252_0,0.9999320490793897,True
NZ_CP012720_0,0.9999320490793897,True
NZ_CP016089_0,0.9999320490793897,True
NZ_CP016777_0,1.0246540275053198,True
NZ_CP016777_1,-1.076175765688249,False
NZ_CP016777_2,-1.0347416294714842,False
NZ_CP016777_3,-1.0081990399718004,False
NZ_CP016072_0,0.9999320490793897,True
NZ_CP012972_0,1.004324810556919,True
NZ_CP012972_1,-1.056078061535886,False
NZ_CP021252_0,1.0420661568513898,True
NZ_CP021252_1,-1.0232838294990438,False
NZ_CP021252_2,-1.0327283777514973,False
NZ_CP021252_3,-1.0179897608330757,False
NZ_CP018908_0,0.9999320490793897,True
NZ_CP016491_0,0.9999320490793897,True
NZ_CP012978_0,0.9999320490793897,True
NZ_CP019721_0,0.9999320490793897,True
NC_022081_0,0.9999320490793897,True
NZ_CP014438_0,0.9999320490793897,True
NZ_CP009351_0,0.9999320490793897,True
NC_022794_0,0.9999320490793897,True
NZ_CP014936_0,0.9999320490793897,True
NZ_AP017373_0,1.1608273272731102,True
NZ_AP017373_1,-1.858952528246868,False
NZ_AP017373_2,-1.003674104234336,False
NZ_CP017116_0,1.3728808125287353,True
NZ_CP017116_1,-0.965450435009843,False
NZ_CP012726_0,0.9999320490793897,True
NZ_CP016863_0,0.9999320490793897,True
NZ_CP016778_0,0.9999320490793897,False
NZ_CP024717_0,1.0425597638894493,True
NZ_CP024717_1,-1.5453650660532299,False
NZ_CP024717_2,-1.0215207376689657,False
NZ_CP009476_0,1.2101826232714634,True
NZ_CP009476_1,-1.2142924143397247,False
NZ_CP016776_0,1.351634104214166,True
NZ_CP016776_1,-1.1910506507040148,False
NZ_CP016776_2,-1.0760466254441505,False
NZ_CP015410_0,0.36680413793018385,True
NZ_CP015410_1,-1.0195863982489763,False
NZ_CP015410_2,-1.2360282538301428,False
NZ_CP015410_3,-0.9989967051668609,False
NZ_CP017069_0,0.9999320490793897,True
NZ_CP008921_0,0.9999320490793897,True
NZ_CP019593_0,0.9999320490793897,True
NZ_CP014179_0,0.9999320490793897,True
NZ_CP017763_0,0.9998154916384321,True
NZ_CP017763_1,-1.0163143069616192,False
NZ_CP017247_0,0.9999320490793897,True
NZ_CP015114_0,1.5263695745895847,True
NZ_CP015114_1,-0.8289869056544328,False
NZ_CP015222_0,0.9999320490793897,True
NZ_CP012979_0,0.9999320490793897,True
NZ_CP009697_0,0.9999320490793897,True
NZ_CP020713_0,-0.6512993129531948,True
NZ_CP020713_1,-1.2681889565223523,False
NZ_CP020713_2,-1.305951932942464,False
NZ_CP020713_3,-1.006292554136338,False
NZ_CP020713_4,-1.0186273382838644,False
NZ_CP009245_0,-0.9594662759019856,False
NZ_CP009245_1,-1.0390954700607447,False
NZ_CP009245_2,-1.2198694798868432,False
NZ_CP009245_3,-1.0158561684454677,False
NZ_CP009245_4,-1.1128635908006155,False
NZ_CP009245_5,-1.0186206091497647,False
NZ_CP009245_6,-1.04539540562729,False
NZ_CP009245_7,-1.032999829986097,False
NZ_CP016629_0,1.0637108789537981,True
NZ_CP016629_1,-1.0156037377287825,False
NZ_CP018766_0,0.9999320490793897,True
NZ_CP019769_0,1.0092739151095484,True
NZ_CP019769_1,-1.0236829367347875,False
NZ_CP021500_0,0.9999320490793897,True
NZ_CP024563_0,1.0004067630006288,True
NC_020210_0,0.9999320490793897,True
NZ_CP015506_0,0.9999320490793897,True
NZ_CP017747_0,0.9999320490793897,True
NZ_CP015883_0,1.0161982880574874,True
NZ_CP015883_1,-1.0401674754622272,False
NZ_CP009575_0,0.9999320490793897,True
NZ_CP009687_0,0.9999320490793897,True
NZ_CP009541_0,0.9958731136772725,True
NZ_CP009541_1,-1.0207117684607576,False
NZ_CP011686_0,0.9999320490793897,True
NZ_CP009796_0,0.9999320490793897,True
NZ_CP009748_0,0.9999320490793897,True
NZ_AP014864_0,0.9999320490793897,True
NZ_CP011882_0,0.999534522880821,True
NZ_CP011882_1,-1.0539951446312168,False
NZ_CP019594_0,0.9999320490793897,True
NZ_CP018630_0,0.9999320490793897,True
NZ_CP016877_0,0.9999320490793897,True
NZ_CP024528_0,1.0004066639019547,True
NZ_CP019615_0,1.0534109495833155,True
NZ_CP019615_1,-1.0069558320460041,False
NZ_CP015238_0,0.9999320490793897,True
NZ_CP012502_0,0.9999320490793897,True
NZ_CP016398_0,1.0569369259786638,True
NZ_CP016398_1,-1.0076891612232268,False
NZ_CP008846_0,0.9999320490793897,True
NZ_CP014397_0,0.9999320490793897,True
NC_013192_0,-0.9022931093808788,True
NC_013192_1,-1.0502546038988223,False
NC_013192_2,-1.0597867709045667,False
NC_013192_3,-1.0372833722609736,False
NC_013192_4,-1.0372833723312604,False
NZ_CP016769_0,1.1997684037495224,True
NZ_CP016769_1,-0.9852811499176122,False
NZ_CP016769_2,-1.1044737205163253,False
NZ_CP016769_3,-1.0810150476155238,False
NZ_CP016769_4,-1.018467151588852,False
NZ_CP008944_0,1.100290922783393,True
NZ_CP008944_1,-1.002743531743591,False
NZ_CP021498_0,0.9999320490793897,True
NZ_CP009600_0,0.9999320490793897,True
NZ_CP017952_0,0.9999320490793897,True
NZ_CP017354_0,0.9999320490793897,True
NZ_CP010014_0,0.9999320490793897,True
NZ_CP013911_0,0.9999320490793897,True
NZ_CP017094_0,1.3219658362886113,True
NZ_CP017094_1,-1.1471865885345744,False
NZ_CP017094_2,-1.1442737577479258,False
NZ_CP012725_0,0.9999320490793897,True
NC_022777_0,0.9999320490793897,True
NC_020449_0,-1.789378429778865,True
NC_020449_1,-0.99970864328131,False
NC_020449_2,-0.9797919543321294,False
NC_020449_3,-1.0927957267330166,False
NC_020449_4,-1.0279872229181715,False
NC_020449_5,-1.0119436092329872,False
NC_020229_0,1.0708896652095765,True
NC_020229_1,-1.010841930526511,False
NZ_CP016770_0,1.0281618504195604,True
NZ_CP016770_1,-1.021834756908647,False
NZ_CP013200_0,1.5393964931960893,True
NZ_CP013200_1,-1.0662811081507053,False
NZ_CP013200_2,-1.1764452495343543,False
NZ_CP013200_3,-1.0068927854466532,False
NZ_CP013200_4,-1.014202720906213,False
NZ_CP021685_0,1.6078671230665398,True
NZ_CP021685_1,-1.1666247541898835,False
NZ_CP017156_0,0.9999320490793897,True
NZ_CP013018_0,0.9999320490793897,True
NZ_CP007171_0,0.9999320490793897,True
NZ_CP014795_0,1.0156670493537954,True
NZ_CP014795_1,-1.1759898201806616,False
NZ_CP009045_0,1.000259077850095,True
NZ_CP009045_1,-1.0151993683879548,False
NZ_CP011914_0,1.0057513056104623,True
NZ_CP011914_1,-1.0353633911616962,False
NZ_CP014426_0,0.9999320490793897,True
NZ_CP010889_0,1.0092739805255073,True
NZ_CP010889_1,-1.0236829939173058,False
NZ_CP009761_0,1.0506757119633212,True
NZ_CP009761_1,-1.0032769146897076,False
NC_022878_0,0.9999320490793897,True
NZ_CP013261_0,1.0762290198590696,True
NZ_CP013261_1,-1.0091196782506708,False
NZ_CP007007_0,0.9999320490793897,True
NZ_CP013247_0,0.9999320490793897,True
NZ_CP012695_0,0.9999320490793897,True
NZ_CP013919_0,0.9999320490793897,True
NZ_CP018935_0,1.3860451446970776,True
NZ_CP018935_1,-1.024756721129962,False
NZ_CP009300_0,0.9999320490793897,True
NZ_CP014924_0,0.9999320490793897,True
NZ_CP011769_0,0.9999320490793897,True
NZ_CP010435_0,-1.0396779000130048,True
NZ_CP010435_1,-1.0652287037922301,False
NZ_CP010435_2,-1.1291675228919056,False
NZ_CP010435_3,-1.0127535321245356,False
NZ_CP010435_4,-1.0066737823228218,False
NC_017733_0,0.8045119008432655,False
NC_017733_1,-1.238057797413405,False
NC_017733_2,-1.003928997243336,False
NC_006841_0,1.0004439049951364,True
NC_002940_0,-0.6437231934949468,False
NC_002940_1,-1.5227690188408198,False
NC_002940_2,-0.839740663425034,True
NC_016625_0,2.117131060021207,True
NC_016625_1,-1.032022210936419,False
NC_015596_0,-1.0163965802850337,False
NC_015596_1,-1.0401413138843347,False
NC_015596_2,-1.0305187439023493,False
NC_015596_3,-1.0037324794424771,True
NC_015596_4,-1.0037324794424771,False
NC_015596_5,-1.0037324794424771,False
NC_018108_0,1.185111702465604,True
NC_018108_1,-1.035496216946556,False
NC_018108_2,-1.0231536047497807,False
NC_008054_0,1.101914890348879,True
NC_008054_1,-1.0197812977778833,False
NC_008054_2,-1.0670247233619543,False
NZ_AP017973_0,1.0304519588326064,True
NZ_AP017973_1,-1.7487337195170491,False
NZ_AP017973_2,-1.0216776730157173,False
NC_004460_0,2.7006373420981324,True
NC_004460_1,-1.0028769544878182,False
NZ_AP013356_0,-1.0395234756904879,True
NZ_AP013356_1,-1.0588790669146144,False
NZ_AP013356_2,-1.112175507826053,False
NZ_AP013356_3,-1.0127102369175143,False
NZ_AP013356_4,-1.0066975602155575,False
NC_014738_0,-1.4477160421555917,False
NC_014738_1,-1.4651271336304506,False
NC_014738_2,-1.5011300734188504,False
NC_014738_3,-0.9552855734719694,True
NC_014738_4,-1.0374926053814315,False
NC_006300_0,1.029973245280977,True
NC_006300_1,-1.1052225173997678,False
NC_014632_0,0.9997433048678879,True
NC_017505_0,0.9999320490793897,True
NC_009255_0,1.9475229687811142,True
NC_009255_1,-1.0232158329997967,False
NC_007513_0,0.9999320490793897,True
NZ_CP009440_0,0.9999320490793897,True
NC_022543_0,0.9953618634986858,True
NC_022543_1,-1.161498167648035,False
NC_017846_0,0.09140111477067503,False
NC_017846_1,-1.135954489847049,False
NC_017846_2,-1.2594160904531586,False
NC_017846_3,-1.0230642851760772,False
NC_010103_0,-0.6296719162013469,True
NC_010103_1,-0.999697255340851,False
NC_010103_2,-1.022421172184381,False
NC_017861_0,-1.1000106844320046,False
NC_017861_1,-1.2802946078060566,False
NC_017861_2,-1.0328156071413526,False
NC_017861_3,-1.0046107161751232,False
NC_017861_4,-1.0282312137270262,True
NC_017861_5,-0.9715205903516742,False
NC_017861_6,-1.0234545877230525,False
NC_002950_0,-1.5293341646486391,True
NC_002950_1,-1.3360245016491925,False
NC_002950_2,-1.126025160287612,False
NC_002950_3,-1.327047732354175,False
NC_002950_4,-1.088484576845901,False
NC_002950_5,-1.0292923263815519,False
NC_017219_0,0.1164850145148213,True
NC_017219_1,-1.459726899016247,False
NC_017219_2,-1.0750918950073762,False
NC_017219_3,-1.0118157805125927,False
NC_017219_4,-1.0822131886001367,False
NC_017219_5,-1.0264799425132773,False
NC_017219_6,-1.0329415108184046,False
NZ_CP024126_0,1.3370458334474256,True
NZ_CP024126_1,-1.2153618869271279,False
NC_021743_0,0.6654955331527068,True
NC_021743_1,-0.6575295237832686,False
NC_021743_2,-1.0390086716905964,False
NC_021743_3,-1.0168030941420634,False
NZ_CP012647_0,0.9999320490793897,True
NC_015183_0,1.0142337464800368,True
NC_015183_1,-1.0342756176199552,False
NC_008319_0,1.4220067396248046,True
NC_008319_1,-1.942032068768115,False
NC_009663_0,1.3724112496934948,True
NC_009663_1,-1.1751383986841981,False
NC_008044_0,1.0616945137864056,False
NC_008044_1,0.9743501411183422,True
NC_008044_2,-1.5362448568336058,False
NC_008044_3,-1.0227684547123497,False
NC_008044_4,-1.1250505484716777,False
NC_009613_0,-0.7587973440513887,True
NC_009613_1,-1.151136249137381,False
NC_009613_2,-1.026368932423936,False
NC_009613_3,-1.1957682376413752,False
NC_011983_0,1.4188811657643603,True
NC_011983_1,-1.0339649273364282,False
NC_011983_2,-1.0264318463372044,False
NZ_LN626917_0,0.9999320490793897,True
NC_018412_0,-1.20463774605284,False
NC_018412_1,-1.0193817782993344,True
NC_018412_2,-1.009305440746318,False
NC_018412_3,-1.009305440746318,False
NC_022109_0,-1.1795871515450296,False
NC_022109_1,1.0044154324566241,True
NC_008391_0,-0.3261364674923337,True
NC_008391_1,-0.9993274583906393,False
NC_001263_0,1.484875932988495,False
NC_001263_1,-0.5329088940054385,False
NC_001263_2,-1.1919520414592606,False
NC_001263_3,-1.125549796700711,False
NC_001263_4,-1.0227901532357189,False
NC_017256_0,1.0084171969522222,True
NC_017256_1,-1.0571194815123883,False
NC_015633_0,0.9999320490793897,True
NC_006512_0,1.2456057340458235,True
NC_006512_1,-1.2601600193177385,False
NC_013165_0,1.0449966655241374,True
