RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9
NZ_CP010435,Helicobacter pylori 26695-1,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1608769.0, 1608920.0)","(1607167.0, 1607394.0)",,,1667638,True,0.3887498365952323,54.66824007034302,1645496,603982.0,143452.0,1185732.0,1019732.0,,,,,,0.3872882264975352,0.3708785131798262,0.3413480555573643,0.1306524829349018,0.117831970114389,,,,,,0.4166666666666667,0.375,0.125,0.0416666666666666,0.0416666666666666,,,,,,0.591351858979785,0.4684047703087093,0.5913518589797851,0.1964446282918851,0.1964446282918851,,,,,,0.1538461538461538,0.1538461538461538,0.2692307692307692,0.3076923076923077,0.1153846153846153,,,,,
NC_004343,Leptospira interrogans serovar Lai str. 56601 chromosome 1I,"Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira","(355734.0, 355977.0)",,,,359372,False,0.3514324989147736,50.200037240982056,357724,64753.0,264787.0,162321.0,230727.0,126913.0,,,,,0.1666666666666666,0.1613756613756613,0.1137566137566137,0.1031746031746031,0.1031746031746031,0.0185185185185185,,,,,0.5,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.1666666666666666,0.1666666666666666,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.1428571428571428,,,,
NC_017739,Helicobacter pylori Shi417 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1537246.0, 1537395.0)","(1535658.0, 1535877.0)",,,1665719,True,0.3877058495460518,56.19651961326599,1590197,434331.0,1118616.0,1289174.0,,,,,,,0.5220847575860318,0.3443069798082541,0.2461787385537598,0.2398295322045535,,,,,,,0.6666666666666666,0.1333333333333333,0.1333333333333333,0.0666666666666666,,,,,,,0.6614923679961908,0.6614923679961908,0.3671076442327081,0.3671076442327081,,,,,,,0.238095238095238,0.238095238095238,0.238095238095238,0.2857142857142857,,,,,,
NC_008528,Oenococcus oeni PSU-1,"Bacteria, Firmicutes, Lactobacillales, Oenococcus","(1780070.0, 1780517.0)","(1354.0, 1527.0)",,,1780517,False,0.3788888283571569,59.03185749053955,18306,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,
NC_008511,Leptospira borgpetersenii serovar Hardjo-bovis JB197 chromosome 2,"Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira","(299664.0, 138.0)",,,,299762,True,0.4042807293786404,50.63358020782471,1382,30045.0,157462.0,65055.0,245185.0,,,,,,0.1388888888888889,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0277777777777777,,,,,,0.4166666666666667,0.25,0.125,0.125,0.0833333333333333,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
NC_014256,Helicobacter pylori B8 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1673414.0, 153.0)","(1528.0, 1755.0)",,,1673997,False,0.38794932129508,59.06179356575012,7467,1412906.0,307509.0,172624.0,739870.0,,,,,,0.37271272818213,0.3467258595886955,0.2990895397763329,0.2567706991966228,0.2212284064242587,,,,,,0.391304347826087,0.391304347826087,0.1304347826086956,0.0434782608695652,0.0434782608695652,,,,,,0.5668338367203032,0.5668338367203032,0.5668338367203032,0.3288732309399997,0.4602069584032109,,,,,,0.16,0.16,0.16,0.32,0.2,,,,,
NC_013511,Mycoplasma hominis,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(2474.0, 2804.0)",,,,665445,True,0.2711824418246437,37.3503007888794,14166,547357.0,84139.0,604870.0,208255.0,309565.0,,,,,0.494949494949495,0.3996224452590249,0.3680109552903638,0.2877534309783572,0.2557340951038966,0.0429292929292929,,,,,0.3181818181818182,0.4090909090909091,0.0909090909090909,0.0909090909090909,0.0454545454545454,0.0454545454545454,,,,,1.0,0.623109760019499,0.7631237749620006,0.8178057474805264,0.3429598610692657,0.0,,,,,0.1666666666666666,0.1666666666666666,0.25,0.0,0.3333333333333333,0.0833333333333333,,,,
NC_018219,Candidatus Mycoplasma haemolamae str. Purdue chromosome,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1306.0, 1430.0)",,,,756845,True,0.3927065647523601,44.38394856452942,192,136461.0,62713.0,586303.0,650324.0,,,,,,0.1833333333333333,0.15,0.1166666666666666,0.1166666666666666,0.0999999999999999,,,,,,0.3,0.3,0.2,0.1,0.1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.25,0.25,0.25,0.25,0.0,,,,,
NC_000907,Haemophilus influenzae Rd KW20,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus","(603005.0, 603689.0)",,,,1830138,False,0.3814788830131935,66.64028978347778,616205,1184057.0,391543.0,1829328.0,,,,,,,0.4361542025704358,0.4303546798819072,0.2381520420905878,0.2076791588989879,,,,,,,0.4736842105263157,0.1052631578947368,0.2631578947368421,0.1578947368421052,,,,,,,0.4847783971849919,0.9858008817509848,0.2012982315349214,0.2651427398548586,,,,,,,0.35,0.25,0.2,0.2,,,,,,
NC_001264,Deinococcus radiodurans R1 chromosome 2,"Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(412228.0, 652.0)",,,,412348,True,0.6668808870177617,23.942577123641968,185073,319730.0,409468.0,35607.0,255229.0,146139.0,80750.0,,,,0.0666666666666666,0.0592592592592592,0.0518518518518518,0.0518518518518518,0.037037037037037,0.037037037037037,0.0296296296296296,,,,0.2,0.1777777777777777,0.1555555555555555,0.1555555555555555,0.1111111111111111,0.1111111111111111,0.0888888888888888,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
NC_008062,Burkholderia cenocepacia AU 1054 chromosome 3,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(380223.0, 382174.0)",,,,1196094,False,0.670447305980968,70.12256455421448,383321,484103.0,80777.0,,,,,,,,0.2727272727272727,0.0303030303030303,0.0303030303030303,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,
NC_008392,Burkholderia cepacia AMMD chromosome 3,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(548329.0, 550796.0)",,,,1281472,False,0.6648073465514658,72.28312230110168,547833,415691.0,1309.0,,,,,,,,0.4166666666666667,0.2222222222222222,0.0277777777777777,,,,,,,,0.75,0.1666666666666666,0.0833333333333333,,,,,,,,0.0,0.0,0.0,,,,,,,,0.5,0.5,0.0,,,,,,,
NC_011565,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Candidatus Azobacteroides","(367643.0, 370988.0)",,,,1114206,True,0.3265751575561431,68.18609118461609,378579,1109158.0,669472.0,277674.0,982586.0,476597.0,185041.0,,,,0.1787878787878788,0.1696969696969697,0.0969696969696969,0.0636363636363636,0.0621212121212121,0.0484848484848484,0.0469696969696969,,,,0.4090909090909091,0.1363636363636363,0.1363636363636363,0.0454545454545454,0.0909090909090909,0.0909090909090909,0.0909090909090909,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4,0.1,0.1,0.1,0.2,0.05,0.05,,,
NC_002663,Pasteurella multocida subsp. multocida str. Pm70,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Pasteurella","(1677118.0, 1677604.0)",,,,2257487,True,0.4040488383764779,90.69313406944276,1433685,1677124.0,1967023.0,4326.0,,,,,,,0.5251681877555966,0.4284163449633245,0.2563467690935055,0.1440402363547882,,,,,,,0.2058823529411764,0.2647058823529412,0.2647058823529412,0.2647058823529412,,,,,,,0.999251839955243,0.7057283377222174,0.3561862767794272,0.0007481600447569,,,,,,,0.3703703703703703,0.3148148148148148,0.1481481481481481,0.1666666666666666,,,,,,
NC_016931,Rickettsia massiliae str. AZT80 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, spotted fever group","(1263331.0, 1263719.0)",,,,1263719,True,0.3260511237070899,73.2764220237732,1220368,482920.0,892462.0,245232.0,119127.0,,,,,,0.3260959831586169,0.3145961880971514,0.2786659216032878,0.2429979334019689,0.1906169810210165,,,,,,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.5,,,,,,0.2354308066187078,0.6009314214343116,0.7645691933812921,0.2289938002059067,0.2289938002059067,,,,,,0.6,0.2,0.2,0.0,0.0,,,,,
NC_018938,Helicobacter pylori Rif2 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1609020.0, 1609171.0)","(1607494.0, 1607645.0)",,,1667890,True,0.3887336694865968,93.48792433738708,1645748,604102.0,143504.0,1185876.0,1019844.0,,,,,,0.3872834561325291,0.3708799989862213,0.3413432851923582,0.1306686782694099,0.117848165448897,,,,,,0.4166666666666667,0.375,0.125,0.0416666666666666,0.0416666666666666,,,,,,0.5913375478847668,0.5913375478847668,0.4684092277278947,0.1964932142954092,0.1964932142954092,,,,,,0.1538461538461538,0.1538461538461538,0.2692307692307692,0.3076923076923077,0.1153846153846153,,,,,
NC_012985,Candidatus Liberibacter asiaticus str. psy62,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Candidatus Liberibacter","(442488.0, 442926.0)",,,,1227328,True,0.3646857237836992,73.16822457313538,432852,1227306.0,,,,,,,,,0.6694115777699299,0.3506760279404277,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,0.8567195817946381,0.2035432353364347,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,
NC_011988,Agrobacterium vitis S4 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium","(2629.0, 3578.0)",,,,1283187,True,0.5751850665569399,77.20532464981079,1094084,75.0,979912.0,111840.0,,,,,,,0.6944444444444443,0.5119827852943658,0.0934861966689482,0.0277777777777777,,,,,,,0.75,0.0833333333333333,0.0833333333333333,0.0833333333333333,,,,,,,1.0,0.7859483558830975,0.1971252566735113,0.0,,,,,,,1.0,0.0,0.0,0.0,,,,,,
NC_005042,Prochlorococcus marinus subsp. marinus str. CCMP1375,"Bacteria, Cyanobacteria, Prochlorales, Prochlorococcaceae, Prochlorococcus","(1750905.0, 173.0)",,,,1751080,True,0.364421385659136,100.49673676490784,14391,598499.0,1310888.0,1155523.0,,,,,,,0.4597851904225487,0.3274261398589107,0.2356655002436705,0.2053624699406402,,,,,,,0.625,0.125,0.125,0.125,,,,,,,0.6634464803585552,0.5845511468494595,0.2183601370946479,0.218360137094648,,,,,,,0.0909090909090909,0.3636363636363636,0.2727272727272727,0.2727272727272727,,,,,,
NC_000919,Treponema pallidum subsp. pallidum str. Nichols,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema","(1399.0, 1640.0)",,,,1138011,False,0.5277207338066152,70.22578406333923,2611,947284.0,741232.0,,,,,,,,0.8276568293817762,0.2588136770235961,0.0864845847596379,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,0.998122003296844,0.5188652734950309,0.0018779967031561,,,,,,,,0.6666666666666666,0.1666666666666666,0.1666666666666666,,,,,,,
NC_006055,Mesoplasma florum L1,"Bacteria, Firmicutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Mesoplasma","(792925.0, 793224.0)",,,,793224,True,0.2702048853791615,103.6959593296051,793074,70566.0,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,0.75,0.25,,,,,,,,,1.0,0.0,,,,,,,,,0.25,0.75,,,,,,,,
NC_002528,Buchnera aphidicola str. APS (Acyrthosiphon pisum),"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Buchnera","(640442.0, 196.0)",,,,640681,True,0.2631247063671312,113.9056477546692,636981,447132.0,,,,,,,,,0.9686180488620229,0.0313819511379772,,,,,,,,,0.9090909090909092,0.0909090909090909,,,,,,,,,0.9967632374951592,0.0032367625048407,,,,,,,,,1.0,0.0,,,,,,,,
NC_015662,Buchnera aphidicola (Cinara tujafilina) chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Buchnera","(444359.0, 444925.0)",,,,444925,True,0.2303197168062033,90.4166705608368,435421,248633.0,,,,,,,,,0.8044520258559814,0.1955479741440184,,,,,,,,,0.75,0.25,,,,,,,,,0.996689410901278,0.0033105890987219,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,
NZ_CP007589,Mycoplasma bovis strain HB0801-P115,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(977140.0, 977322.0)","(1402.0, 1534.0)",,,977322,True,0.2930037387882397,72.74172902107239,16923,894472.0,620870.0,210098.0,377239.0,483868.0,,,,,0.4727564102564103,0.3726103143564649,0.3071044972215747,0.2683501045804823,0.1538425313501205,0.0721153846153846,,,,,0.1875,0.03125,0.34375,0.21875,0.15625,0.0625,,,,,1.0,0.8558117123001638,0.2698711839724165,0.5863003137414471,0.2283545171272848,0.0,,,,,0.2307692307692307,0.2307692307692307,0.3076923076923077,0.0,0.0769230769230769,0.1538461538461538,,,,
NC_002771,Mycoplasma pulmonis UAB CTIP,"Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1.0, 221.0)",,,,963879,True,0.266365384036793,137.43671202659607,952842,864800.0,171180.0,122840.0,749911.0,642956.0,304526.0,381129.0,478792.0,,0.485645933014354,0.3795968900274603,0.3046007039933366,0.2634264401065506,0.2623154984593933,0.2360371879952045,0.1637480140472245,0.1025652545531605,0.0414673046251993,,0.1842105263157894,0.131578947368421,0.2368421052631578,0.2368421052631578,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0526315789473684,0.0789473684210526,,1.0,0.8110394739101321,0.6602135952335983,0.7639635308459676,0.5644584571006679,0.3349058223588194,0.3740191617588984,0.2096096392575677,0.0,,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.2272727272727272,0.0,0.1363636363636363,0.0454545454545454,0.0454545454545454,
NC_007204,Psychrobacter arcticus 273-4,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter","(2650553.0, 519.0)",,,,2650701,False,0.4280022529889263,137.5763339996338,2650371,471562.0,706879.0,932235.0,1182664.0,,,,,,0.6903316923724819,0.2382445711286562,0.1947509532856005,0.1770600383495951,0.1063084490952457,,,,,,0.6923076923076923,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,,,,,,0.9993770399821672,0.6033278778422021,0.4038815070716557,0.2128777277808808,0.0006229600178326,,,,,,0.3793103448275862,0.0344827586206896,0.1034482758620689,0.2413793103448276,0.2413793103448276,,,,,
NZ_LT960788,"Lactobacillus sakei strain MFPB16A1401 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1994222.0, 208.0)","(1556.0, 1732.0)",,,1994583,False,0.4113426214903065,140.8750605583191,959,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,
NC_004551,Tropheryma whipplei TW08/27,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Cellulomonadaceae, Tropheryma","(1438.0, 1766.0)",,,,925938,True,0.4631400806533483,143.98964834213257,28733,617219.0,829293.0,205279.0,122711.0,670848.0,,,,,0.4046105386752354,0.3620561279914311,0.3104000064016013,0.2423152679362915,0.2390044299861936,0.1026347859113245,,,,,0.15,0.35,0.35,0.05,0.05,0.05,,,,,0.9971649493590397,0.0028350506409603,0.7478666858714706,0.3769458038088747,0.6670132899585809,0.191237691067307,,,,,0.0666666666666666,0.0666666666666666,0.7333333333333333,0.1333333333333333,0.0,0.0,,,,
NC_008529,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365,"Bacteria, Firmicutes, Lactobacillales, Lactobacillaceae, Lactobacillus","(1856840.0, 103.0)",,,,1856951,False,0.4968634067350188,137.56725645065308,1856929,176946.0,,,,,,,,,0.8819770215888333,0.1180229784111667,,,,,,,,,0.9,0.1,,,,,,,,,0.9959310647664996,0.0040689352335003,,,,,,,,,0.75,0.25,,,,,,,,
NC_009714,Campylobacter hominis ATCC BAA-381,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1711145.0, 1711273.0)",,,,1711273,True,0.3173316005102634,128.36679124832153,1710781,248164.0,1473767.0,581202.0,1033002.0,763860.0,,,,,0.470653195848437,0.3919807275790634,0.3412124700443526,0.1657132226837704,0.1412886066553422,0.061145049765598,,,,,0.131578947368421,0.131578947368421,0.3421052631578947,0.2105263157894736,0.1578947368421052,0.0263157894736842,,,,,0.99913064017689,0.6775869195792954,0.6881110943435842,0.2405607206828903,0.1097210831239214,0.0008693598231098,,,,,0.28125,0.15625,0.15625,0.15625,0.125,0.125,,,,
NZ_CP016772,Candidatus Planktophila dulcis isolate MMS-IA-53 chromosome,"Bacteria, Actinobacteria, Candidatus Nanopelagicales, Candidatus Planktophila","(1365780.0, 125.0)","(1530.0, 1890.0)",,,1365934,False,0.4796256627333385,105.39846658706664,16756,293300.0,414668.0,,,,,,,,0.6984546693737991,0.2577798770842789,0.145701174782045,,,,,,,,0.6428571428571429,0.2857142857142857,0.0714285714285714,,,,,,,,0.9979614107187998,0.3058071637203692,0.0020385892812001,,,,,,,,0.4545454545454545,0.1818181818181818,0.3636363636363636,,,,,,,
