RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,GC_Concentration,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Occurance_oriC_0,Occurance_oriC_1,Occurance_oriC_2,Occurance_oriC_3,Occurance_oriC_4,Occurance_oriC_5,Occurance_oriC_6,Occurance_oriC_7,Occurance_oriC_8,Occurance_oriC_9
NC_011988,Agrobacterium vitis S4 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium","(2629.0, 3578.0)",,,,1283187,True,0.5751850665569399,1094084,75.0,979912.0,111840.0,,,,,,,0.0833333333333333,0.75,0.0833333333333333,0.0833333333333333,,,,,,
NC_007953,Burkholderia xenovorans LB400 chromosome 3,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(1443141.0, 1444363.0)",,,,1471779,False,0.6172706635982712,1116,831481.0,378629.0,,,,,,,,0.6428571428571429,0.2857142857142857,0.0714285714285714,,,,,,,
NC_017857,Methylophaga sp. JAM1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Methylophaga","(305525.0, 305769.0)",,,,3137100,True,0.44748812597622,31210,312753.0,,,,,,,,,0.1,0.9,,,,,,,,
NC_000919,Treponema pallidum subsp. pallidum str. Nichols,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema","(1399.0, 1640.0)",,,,1138011,False,0.5277207338066152,2611,741232.0,947284.0,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,
NC_008229,Helicobacter acinonychis str. Sheeba,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1553787.0, 1553927.0)",,,,1553927,True,0.3817753343625537,2787,1401061.0,688522.0,1130355.0,1018360.0,,,,,,0.5263157894736842,0.1578947368421052,0.1578947368421052,0.1052631578947368,0.0526315789473684,,,,,
NC_017739,Helicobacter pylori Shi417 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1537246.0, 1537395.0)","(1535658.0, 1535877.0)",,,1665719,True,0.3877058495460518,1590197,434331.0,1118616.0,1289174.0,,,,,,,0.6666666666666666,0.1333333333333333,0.1333333333333333,0.0666666666666666,,,,,,
NC_010981,Wolbachia pipientis,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Wolbachieae, Wolbachia","(920590.0, 920991.0)",,,,1482455,True,0.3419024523509988,1113786,766584.0,325452.0,1439874.0,58772.0,,,,,,0.238095238095238,0.3333333333333333,0.238095238095238,0.1428571428571428,0.0476190476190476,,,,,
NZ_CP021866,"Streptococcus agalactiae strain SG-M29 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2098806.0, 2098959.0)","(2097236.0, 2097443.0)",,,2116773,False,0.3548174509028601,2111354,,,,,,,,,,1.0,,,,,,,,,
NC_007429,Chlamydia trachomatis A/HAR-13,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia","(722693.0, 722989.0)",,,,1044459,True,0.4130262652722605,4,722714.0,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,
NZ_CP022319,"Bacillus altitudinis strain SGAir0031 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(3811957.0, 3812576.0)","(1342.0, 1537.0)",,,3812575,False,0.414046149911805,3715,,,,,,,,,,1.0,,,,,,,,,
NC_017080,Phycisphaera mikurensis NBRC 102666,"Bacteria, Planctomycetes, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, Phycisphaera","(3802939.0, 116.0)",,,,3803225,False,0.7328780179978833,36947,644924.0,1852025.0,3301634.0,2939765.0,1441605.0,,,,,0.44,0.28,0.12,0.08,0.04,0.04,,,,
NC_017359,Helicobacter pylori Sat464 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1477993.0, 1478143.0)","(1476405.0, 1476624.0)",,,1560342,False,0.3911738580388145,1471188,1020130.0,125397.0,534930.0,866811.0,1324541.0,,,,,0.4736842105263157,0.3157894736842105,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,,,,
NC_005823,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome 1,"Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira","(1624.0, 3278.0)",,,,4277185,False,0.3504952439513371,4275865,,,,,,,,,,1.0,,,,,,,,,
NC_008513,Buchnera aphidicola str. Cc (Cinara cedri),"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Buchnera","(416226.0, 416380.0)",,,,416380,True,0.2009702675440703,415271,275115.0,111154.0,228068.0,70988.0,,,,,,0.2727272727272727,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.0909090909090909,,,,,
NC_014774,Candidatus Liberibacter solanacearum CLso-ZC1 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Candidatus Liberibacter","(280891.0, 281333.0)",,,,1258278,False,0.3524094039631941,1246101,268618.0,,,,,,,,,0.6153846153846154,0.3846153846153846,,,,,,,,
NC_008025,Deinococcus geothermalis DSM 11300,"Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(1635.0, 2024.0)",,,,2467205,True,0.6663621385332795,7270,1187354.0,325645.0,754654.0,1827187.0,537908.0,,,,,0.3846153846153846,0.3461538461538461,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0384615384615384,,,,
NZ_CP013453,Burkholderia vietnamiensis strain MSMB608WGS chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(23340.0, 24443.0)","(21767.0, 22262.0)",,,3322910,False,0.6695510862466935,69913,,,,,,,,,,1.0,,,,,,,,,
NC_003912,Campylobacter jejuni RM1221,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1324.0, 1482.0)",,,,1777831,True,0.3030614270985262,1747387,195408.0,,,,,,,,,0.6111111111111112,0.3888888888888889,,,,,,,,
NC_021821,Kuk str. FDA_R31 chromosome 1I,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(454564.0, 455740.0)",,,,1861334,False,0.451854422688244,455524,,,,,,,,,,1.0,,,,,,,,,
NC_017453,Francisella tularensis subsp. tularensis NE061598 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(1892249.0, 1892681.0)",,,,1892681,False,0.3226000578016052,2470,646849.0,,,,,,,,,0.9,0.1,,,,,,,,
NC_008702,Azoarcus sp. BH72,"Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus","(4360410.0, 4360800.0)",,,,4376040,False,0.6791644957541522,21166,2884153.0,,,,,,,,,0.9230769230769232,0.0769230769230769,,,,,,,,
NC_011297,Dictyoglomus thermophilum H-6-12,"Bacteria, Dictyoglomi, Dictyoglomales, Dictyoglomaceae, Dictyoglomus","(1531.0, 2147.0)",,,,1959987,False,0.3374098909839708,7,,,,,,,,,,1.0,,,,,,,,,
NC_015709,Zymomonas mobilis subsp. pomaceae ATCC 29192 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Zymomonas","(1358539.0, 1360169.0)",,,,1989865,True,0.4409449887303913,1985556,1403089.0,523486.0,700508.0,364274.0,1749523.0,,,,,0.0833333333333333,0.5833333333333334,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,,,,
NC_021887,Chlamydia trachomatis RC-L2(s)/46,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(716276.0, 716572.0)",,,,1038817,True,0.4132662441989301,9,716297.0,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,
NC_003112,Neisseria meningitidis MC58,"Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria","(2258307.0, 2258779.0)",,,,2272360,True,0.5152783889876604,2070796,17274.0,1829738.0,403166.0,989910.0,,,,,,0.0769230769230769,0.6923076923076923,0.0769230769230769,0.0769230769230769,0.0769230769230769,,,,,
NC_022991,Salmonella enterica subsp. enterica serovar Agona str. 24249,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(3966945.0, 3967322.0)",,,,4762840,False,0.5211252110085579,3969817,,,,,,,,,,1.0,,,,,,,,,
NC_000963,Rickettsia prowazekii str. Madrid E,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, typhus group","(1111140.0, 1111523.0)",,,,1111523,False,0.2900029958894238,8999,235946.0,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,
NC_008817,Prochlorococcus marinus str. MIT 9515,"Bacteria, Cyanobacteria, Prochlorales, Prochlorococcaceae, Prochlorococcus","(1704005.0, 170.0)",,,,1704176,True,0.3079417853555032,1665828,1111841.0,341591.0,853196.0,465915.0,735262.0,,,,,0.2857142857142857,0.3333333333333333,0.1428571428571428,0.1428571428571428,0.0476190476190476,0.0476190476190476,,,,
NZ_CP025043,"Streptococcus suis strain AH681 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2403912.0, 100.0)","(1475.0, 1627.0)",,,2404013,False,0.4153176376334071,2403293,,,,,,,,,,1.0,,,,,,,,,
NC_018406,Mycoplasma gallisepticum VA94_7994-1-7P chromosome,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(964089.0, 1886.0)",,,,964110,True,0.3158457022538922,866401,3124.0,222359.0,,,,,,,,0.375,0.3125,0.3125,,,,,,,
NZ_LT578453,Mycoplasma bovis isolate JF4278 genome assembly,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1014784.0, 1014916.0)","(1013215.0, 1013382.0)",,,1038531,True,0.2931043945727186,1031060,936640.0,195478.0,357570.0,747370.0,836301.0,,,,,0.3225806451612903,0.2903225806451613,0.1612903225806451,0.1612903225806451,0.032258064516129,0.032258064516129,,,,
NC_017272,Thermus thermophilus SG0.5JP17-16 chromosome,"Bacteria, Deinococcus-Thermus, Deinococci, Thermales, Thermaceae, Thermus","(1365.0, 1665.0)",,,,1863201,False,0.6891628976154478,14135,401673.0,1188792.0,,,,,,,,0.75,0.1666666666666666,0.0833333333333333,,,,,,,
NC_005835,Thermus thermophilus HB27,"Bacteria, Deinococcus-Thermus, Deinococci, Thermales, Thermaceae, Thermus","(1524341.0, 1524641.0)",,,,1894877,True,0.6943727745917018,1544600,7504.0,653804.0,1294135.0,,,,,,,0.5,0.3571428571428571,0.0714285714285714,0.0714285714285714,,,,,,
NC_017254,Buchnera aphidicola str. JF98 (Acyrthosiphon pisum) chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Buchnera","(641552.0, 200.0)",,,,641771,True,0.2632356401270858,638054,448079.0,,,,,,,,,0.9090909090909092,0.0909090909090909,,,,,,,,
NC_005042,Prochlorococcus marinus subsp. marinus str. CCMP1375,"Bacteria, Cyanobacteria, Prochlorales, Prochlorococcaceae, Prochlorococcus","(1750905.0, 173.0)",,,,1751080,True,0.364421385659136,14391,1155523.0,1310888.0,598499.0,,,,,,,0.625,0.125,0.125,0.125,,,,,,
NC_005824,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome 1I,"Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira","(346973.0, 347216.0)",,,,350181,True,0.3498105265562666,349535,157948.0,201079.0,62673.0,238936.0,,,,,,0.5,0.1875,0.1875,0.0625,0.0625,,,,,
NC_017250,Brucella suis 1330 chromosome 1I,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(1207167.0, 154.0)",,,,1207380,False,0.5731633785552187,1200210,787981.0,,,,,,,,,0.9,0.1,,,,,,,,
NC_011002,Burkholderia cenocepacia J2315 chromosome 3,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(875063.0, 875977.0)",,,,875977,False,0.6691602633402475,875893,144047.0,296449.0,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,
NC_002967,Treponema denticola ATCC 35405,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema","(265084.0, 265353.0)",,,,2843201,True,0.3787375567186421,464083,2835960.0,1215955.0,,,,,,,,0.5384615384615384,0.3461538461538461,0.1153846153846153,,,,,,,
NC_017358,Helicobacter pylori Cuz20 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1551983.0, 1552134.0)","(1550395.0, 1550614.0)",,,1635449,False,0.3886376157251006,1564576,789547.0,214043.0,1090197.0,539172.0,946414.0,1389460.0,,,,0.4166666666666667,0.1666666666666666,0.125,0.125,0.0833333333333333,0.0416666666666666,0.0416666666666666,,,
NZ_LT906473,"Corynebacterium cystitidis strain NCTC11863 genome assembly, chromosome: 1.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2680125.0, 2680995.0)","(2677969.0, 2678471.0)",,,3011567,False,0.5692946562371018,2682354,62531.0,,,,,,,,,0.5555555555555556,0.4444444444444444,,,,,,,,
NC_022591,Pseudomonas aeruginosa PAO1-VE2 genome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6265442.0, 482.0)",,,,6265484,False,0.6654949561757719,6246884,5719732.0,,,,,,,,,0.75,0.25,,,,,,,,
NC_013209,Acetobacter pasteurianus IFO 3283-01,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acetobacter","(2896654.0, 2897022.0)",,,,2907495,False,0.5303682379505382,2902999,,,,,,,,,,1.0,,,,,,,,,
NC_001264,Deinococcus radiodurans R1 chromosome 2,"Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(412228.0, 652.0)",,,,412348,True,0.6668808870177617,185073,319730.0,409468.0,35607.0,255229.0,146139.0,80750.0,,,,0.2,0.1777777777777777,0.1555555555555555,0.1555555555555555,0.1111111111111111,0.1111111111111111,0.0888888888888888,,,
NC_007626,Magnetospirillum magneticum AMB-1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Magnetospirillum","(4958040.0, 4958433.0)",,,,4967148,True,0.65093510400737,429597,4957416.0,1336227.0,3706719.0,,,,,,,0.1428571428571428,0.6428571428571429,0.1428571428571428,0.0714285714285714,,,,,,
NC_011883,Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio","(2221.0, 2639.0)",,,,2873437,False,0.5807216236165957,692,501826.0,,,,,,,,,0.9,0.1,,,,,,,,
NC_009667,Ochrobactrum anthropi ATCC 49188 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum","(544.0, 1438.0)",,,,2887297,False,0.5605090158719384,26560,887943.0,2571083.0,1631791.0,,,,,,,0.238095238095238,0.4285714285714285,0.1904761904761904,0.1428571428571428,,,,,,
NC_022515,Ralstonia pickettii DTP0602 chromosome 3,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia","(735896.0, 100.0)",,,,737115,False,0.6236747318939379,2127,470161.0,607450.0,143331.0,79213.0,,,,,,0.3461538461538461,0.3461538461538461,0.1923076923076923,0.0769230769230769,0.0384615384615384,,,,,
NC_014562,Pantoea vagans C9-1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Pantoea","(3437393.0, 3437824.0)",,,,4024986,False,0.5554791991823077,3430362,18085.0,3786115.0,1718116.0,,,,,,,0.5294117647058824,0.2352941176470588,0.1764705882352941,0.0588235294117647,,,,,,
NZ_AP014524,"Vibrio cholerae MS6 DNA, complete genome, chromosome 1.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2936935.0, 274.0)",,,,2936971,False,0.4773976317777738,2929557,,,,,,,,,,1.0,,,,,,,,,
NZ_CP021865,"Streptococcus agalactiae strain SG-M50 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2098843.0, 2098996.0)","(2097273.0, 2097480.0)",,,2116810,False,0.3548183351363608,2111391,,,,,,,,,,1.0,,,,,,,,,
NZ_CP009220,"Corynebacterium deserti GIMN1.010, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(1588.0, 2273.0)",,,,2972149,False,0.5527633372351117,2951017,566081.0,275166.0,,,,,,,,0.6428571428571429,0.2857142857142857,0.0714285714285714,,,,,,,
NZ_CP023754,"Listeria monocytogenes strain AL4E chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(3027492.0, 3027995.0)","(1357.0, 1549.0)",,,3027995,False,0.380158487712166,3026839,,,,,,,,,,1.0,,,,,,,,,
NC_009615,Parabacteroides distasonis ATCC 8503,"Bacteria, Bacteroidetes, Bacteroidetes (class), Bacteroidales, Porphyromonadaceae, Parabacteroides","(3549660.0, 3549703.0)",,,,4811379,True,0.4505957647485263,65,3566977.0,,,,,,,,,0.3,0.7,,,,,,,,
NC_022543,Vibrio nigripulchritudo str. SFn1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2013.0, 3454.0)",,,,2212415,False,0.4549485516957713,626,585733.0,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,
NC_015565,Desulfotomaculum carboxydivorans CO-1-SRB chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum","(2891685.0, 44.0)","(1374.0, 1612.0)",,,2892255,False,0.4662579890085763,2877880,,,,,,,,,,1.0,,,,,,,,,
NC_012559,Laribacter hongkongensis HLHK9,"Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Laribacter","(12671.0, 13280.0)",,,,3169329,False,0.6235231495373311,12062,,,,,,,,,,1.0,,,,,,,,,
NZ_CP021997,"Lactobacillus plantarum strain LPL-1 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(3116830.0, 3117334.0)","(3115285.0, 3115461.0)",,,3186859,False,0.4464671954422834,3132404,,,,,,,,,,1.0,,,,,,,,,
NC_014817,Asticcacaulis excentricus CB 48 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Asticcacaulis","(1113048.0, 1113940.0)",,,,1315949,False,0.6036928482790747,1112141,122587.0,2962.0,230715.0,,,,,,,0.5625,0.25,0.125,0.0625,,,,,,
